c 51 15
40 50 0 3390
52 75 302 479
45 70 157 428
62 69 1138 1355
60 66 1247 1434
42 65 15 208
16 42 209 944
58 70 1059 1246
34 60 2035 3288
28 70 2090 3271
35 66 2311 3283
35 69 2428 3127
25 85 1772 2625
22 75 2135 2834
22 85 1586 2625
20 80 1858 2733
20 85 1512 2515
18 75 1895 2886
15 75 1299 2344
15 80 1461 2372
30 50 10 963
30 56 2062 3288
28 52 12 752
14 66 1316 2129
25 50 15 532
22 66 2177 2990
8 62 1036 2213
23 52 17 602
4 55 1010 2043
20 50 20 948
20 55 63 702
10 35 309 1412
10 40 336 1009
8 40 234 1295
8 45 954 1897
5 35 377 1534
5 45 819 1846
2 40 494 1607
0 40 637 1648
0 45 834 1641
36 18 1468 2329
35 32 2480 3195
33 32 2421 3070
33 35 2368 2937
32 20 1621 2364
30 30 1805 2564
34 25 1782 2395
30 35 2242 2877
36 40 2605 3266
48 20 812 1281
26 32 1842 2901
