c 51 15
35 35 0 230
41 49 0 204
35 17 0 202
55 45 0 197
55 20 149 159
15 30 0 199
25 30 0 208
20 50 0 198
10 43 95 105
55 60 97 107
30 60 0 194
20 65 67 77
50 35 0 205
30 25 159 169
15 10 0 187
30 5 61 71
10 20 0 190
5 30 0 189
20 40 0 204
15 60 0 187
45 65 0 188
45 20 0 201
45 10 0 193
55 5 68 78
65 35 0 190
65 20 172 182
45 30 0 208
35 40 0 215
41 37 0 213
64 42 0 190
40 60 0 194
31 52 0 202
35 69 0 186
53 52 0 195
65 55 0 183
63 65 0 178
2 60 0 178
20 20 0 198
5 5 83 93
60 12 0 186
40 25 0 208
42 7 0 191
24 12 0 194
23 3 0 185
11 14 69 79
6 38 0 190
2 48 0 184
8 56 0 185
13 52 0 192
6 68 0 176
47 47 0 203
