c 51 15
40 50 0 240
25 85 0 191
22 75 0 199
22 85 0 190
20 80 141 171
20 85 0 189
18 75 0 196
15 75 0 194
15 80 91 121
10 35 91 121
10 40 0 198
8 40 59 89
8 45 0 197
5 35 142 172
5 45 0 194
2 40 58 88
0 40 0 188
0 45 0 189
44 5 0 184
42 10 0 189
42 15 0 194
40 5 0 185
40 15 0 195
38 5 65 95
38 15 0 194
35 5 154 184
95 30 0 171
95 35 0 172
92 30 0 174
90 35 0 177
88 30 0 178
88 35 0 179
87 30 0 178
85 25 0 178
85 35 0 182
67 85 0 185
65 85 0 186
65 82 0 189
62 80 75 105
60 80 0 193
60 85 0 189
58 75 0 199
55 80 0 196
55 85 0 191
55 82 64 94
20 82 0 192
18 80 0 192
2 45 0 191
42 5 0 184
42 12 0 191
72 35 0 194
