c 51 15
35 35 0 1000
41 49 451 974
35 17 18 534
55 45 378 733
55 20 477 965
15 30 20 610
25 30 245 684
20 50 172 569
10 43 245 640
55 60 231 666
30 60 430 779
20 65 33 511
50 35 50 523
30 25 462 978
15 10 32 694
30 5 30 519
10 20 102 543
5 30 444 959
20 40 229 582
15 60 95 552
45 65 418 829
45 20 36 509
45 10 246 657
55 5 36 514
65 35 435 960
65 20 438 956
45 30 428 827
35 40 5 548
41 37 6 526
64 42 29 513
40 60 91 522
31 52 17 501
35 69 482 955
53 52 24 575
65 55 367 776
63 65 453 948
2 60 41 615
20 20 443 856
5 5 130 577
60 12 33 655
40 25 201 596
42 7 219 688
24 12 25 560
23 3 458 867
11 14 59 514
6 38 29 589
2 48 338 805
8 56 34 602
13 52 454 962
6 68 362 679
47 47 379 810
