c 51 15
40 50 0 240
25 85 145 175
22 75 50 80
22 85 109 139
20 80 141 171
20 85 41 71
18 75 95 125
15 75 79 109
15 80 91 121
10 35 91 121
10 40 119 149
8 40 59 89
8 45 64 94
5 35 142 172
5 45 35 65
2 40 58 88
0 40 72 102
0 45 149 179
44 5 87 117
42 10 72 102
42 15 122 152
40 5 67 97
40 15 92 122
38 5 65 95
38 15 148 178
35 5 154 184
95 30 115 145
95 35 62 92
92 30 62 92
90 35 67 97
88 30 74 104
88 35 61 91
87 30 131 161
85 25 51 81
85 35 111 141
67 85 139 169
65 85 43 73
65 82 124 154
62 80 75 105
60 80 37 67
60 85 85 115
58 75 92 122
55 80 33 63
55 85 128 158
55 82 64 94
20 82 37 67
18 80 113 143
2 45 45 75
42 5 151 181
42 12 104 134
72 35 116 146
