c 51 15
35 35 0 1000
41 49 190 974
35 17 18 792
55 45 289 822
55 20 679 800
15 30 20 906
25 30 355 574
20 50 72 669
10 43 393 492
55 60 394 503
30 60 517 692
20 65 206 325
50 35 15 725
30 25 694 823
15 10 32 694
30 5 176 299
10 20 102 543
5 30 673 930
20 40 229 582
15 60 95 552
45 65 418 829
45 20 18 727
45 10 349 554
55 5 206 325
65 35 435 960
65 20 826 956
45 30 328 927
35 40 44 315
41 37 6 526
64 42 29 513
40 60 199 414
31 52 17 744
35 69 482 955
53 52 24 299
65 55 265 878
63 65 626 873
2 60 41 328
20 20 339 960
5 5 298 409
60 12 33 344
40 25 300 497
42 7 336 571
24 12 25 292
23 3 458 867
11 14 230 343
6 38 29 309
2 48 338 805
8 56 34 602
13 52 200 962
6 68 441 600
47 47 272 917
