c 51 15
35 35 0 1000
41 49 0 974
35 17 0 972
55 45 0 967
55 20 678 801
15 30 0 969
25 30 415 514
20 50 0 968
10 43 404 481
55 60 400 497
30 60 577 632
20 65 206 325
50 35 0 975
30 25 690 827
15 10 32 243
30 5 175 300
10 20 272 373
5 30 733 870
20 40 377 434
15 60 269 378
45 65 581 666
45 20 0 971
45 10 409 494
55 5 206 325
65 35 704 847
65 20 817 956
45 30 0 978
35 40 104 255
41 37 114 255
64 42 190 313
40 60 259 354
31 52 0 972
35 69 660 777
53 52 45 200
65 55 0 953
63 65 686 813
2 60 41 208
20 20 0 968
5 5 302 405
60 12 33 224
40 25 360 437
42 7 396 511
24 12 25 172
23 3 620 705
11 14 233 340
6 38 29 189
2 48 515 628
8 56 85 250
13 52 0 962
6 68 501 540
47 47 0 973
