c 51 15
35 35 0 1000
41 49 0 974
35 17 0 972
55 45 0 967
55 20 678 801
15 30 0 969
25 30 0 978
20 50 0 968
10 43 404 481
55 60 400 497
30 60 0 964
20 65 206 325
50 35 0 975
30 25 690 827
15 10 0 957
30 5 175 300
10 20 0 960
5 30 0 959
20 40 0 974
15 60 0 957
45 65 0 958
45 20 0 971
45 10 0 963
55 5 206 325
65 35 0 960
65 20 817 956
45 30 0 978
35 40 0 985
41 37 0 983
64 42 0 960
40 60 0 964
31 52 0 972
35 69 0 956
53 52 0 965
65 55 0 953
63 65 0 948
2 60 0 948
20 20 0 968
5 5 302 405
60 12 0 956
40 25 0 978
42 7 0 961
24 12 0 964
23 3 0 955
11 14 233 340
6 38 0 960
2 48 0 954
8 56 0 955
13 52 0 962
6 68 0 946
47 47 0 973
