c 51 15
35 35 0 230
41 49 0 204
35 17 0 202
55 45 0 197
55 20 139 169
15 30 0 199
25 30 89 119
20 50 0 198
10 43 85 115
55 60 87 117
30 60 114 144
20 65 57 87
50 35 0 205
30 25 149 179
15 10 0 187
30 5 51 81
10 20 0 190
5 30 147 177
20 40 0 204
15 60 0 187
45 65 0 188
45 20 0 201
45 10 87 117
55 5 58 88
65 35 0 190
65 20 156 186
45 30 0 208
35 40 27 57
41 37 0 213
64 42 0 190
40 60 61 91
31 52 0 202
35 69 0 186
53 52 27 57
65 55 0 183
63 65 133 163
2 60 41 71
20 20 0 198
5 5 73 103
60 12 34 64
40 25 75 105
42 7 87 117
24 12 25 55
23 3 0 185
11 14 59 89
6 38 29 59
2 48 0 184
8 56 0 185
13 52 0 192
6 68 98 128
47 47 0 203
