c 51 15
35 35 0 230
41 49 161 171
35 17 50 60
55 45 116 126
55 20 149 159
15 30 34 44
25 30 99 109
20 50 81 91
10 43 95 105
55 60 97 107
30 60 124 134
20 65 67 77
50 35 63 73
30 25 159 169
15 10 32 42
30 5 61 71
10 20 75 85
5 30 157 167
20 40 87 97
15 60 76 86
45 65 126 136
45 20 62 72
45 10 97 107
55 5 68 78
65 35 153 163
65 20 172 182
45 30 132 142
35 40 37 47
41 37 39 49
64 42 63 73
40 60 71 81
31 52 50 60
35 69 141 151
53 52 37 47
65 55 117 127
63 65 143 153
2 60 41 51
20 20 134 144
5 5 83 93
60 12 44 54
40 25 85 95
42 7 97 107
24 12 31 41
23 3 132 142
11 14 69 79
6 38 32 42
2 48 117 127
8 56 51 61
13 52 165 175
6 68 108 118
47 47 124 134
