LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,2,15,C,2,170,0.7971,0.3139,61.6463,27.5673
0.75,2,15,C,3,170,0.7941,0.2584,93.3959,32.906
0.75,2,15,R,1,230,0.4522,0.4977,22.5742,15.464
0.75,2,15,R,2,230,0.537,0.427,52.2416,28.565
0.75,2,15,R,3,230,0.4464,0.3867,60.1777,32.9088
0.75,2,15,RC,1,160,0.425,0.4943,27.5575,24.5765
0.75,2,15,RC,2,160,0.4906,0.4126,60.8935,42.3969
0.75,2,15,RC,3,160,0.4771,0.3346,91.4034,50.6007
0.75,2,25,C,2,170,0.6735,0.3484,68.1908,30.349
0.75,2,25,C,4,170,0.6912,0.2415,123.8258,35.8101
0.75,2,25,C,6,170,0.6696,0.2635,165.1898,57.7448
0.75,2,25,R,2,230,0.513,0.4297,54.1063,29.722
0.75,2,25,R,4,230,0.4685,0.3742,103.6772,49.2033
0.75,2,25,R,6,230,0.4971,0.33,155.228,56.2094
0.75,2,25,RC,2,160,0.4125,0.3935,55.6618,40.5511
0.75,2,25,RC,4,160,0.4219,0.3368,117.0286,74.0849
0.75,2,25,RC,6,160,0.426,0.3495,173.4453,108.1959
1.0,2,10,C,1,170,0.8353,0.3709,39.1145,19.7074
1.0,2,10,C,2,170,0.9059,0.1954,84.1165,27.1277
1.0,2,10,C,3,170,0.8824,0.209,121.7055,27.3453
1.0,2,10,R,1,230,0.5913,0.4916,29.1841,17.95
1.0,2,10,R,2,230,0.5457,0.4106,60.9748,34.4673
1.0,2,10,R,3,230,0.5391,0.3587,90.8286,39.7793
1.0,2,10,RC,1,160,0.5687,0.4953,45.47,32.8945
1.0,2,10,RC,2,160,0.7344,0.3488,112.4307,46.929
1.0,2,10,RC,3,160,0.6062,0.3093,143.8706,60.7124
1.0,2,15,C,1,170,0.7,0.4583,36.9947,24.0876
1.0,2,15,C,2,170,0.7882,0.3243,80.6356,37.1648
1.0,2,15,C,3,170,0.7882,0.2574,122.7864,44.5858
1.0,2,15,R,1,230,0.4174,0.4931,27.5607,20.2956
1.0,2,15,R,2,230,0.4978,0.4209,65.647,38.8523
1.0,2,15,R,3,230,0.3855,0.3909,74.0774,45.0714
1.0,2,15,RC,1,160,0.4188,0.4934,35.1011,33.0792
1.0,2,15,RC,2,160,0.4875,0.4144,78.7798,57.3768
1.0,2,15,RC,3,160,0.4729,0.3343,117.7883,68.7185
1.0,2,25,C,2,170,0.6706,0.3477,87.6858,40.627
1.0,2,25,C,4,170,0.6824,0.2452,160.9132,49.15
1.0,2,25,C,6,170,0.6637,0.2623,214.978,78.9204
1.0,2,25,R,2,230,0.4804,0.4256,67.6925,40.8118
1.0,2,25,R,4,230,0.4174,0.3675,128.2688,69.1335
1.0,2,25,R,6,230,0.4558,0.3346,193.2386,80.4421
1.0,2,25,RC,2,160,0.4125,0.3935,71.4013,54.9402
1.0,2,25,RC,4,160,0.4172,0.3351,149.7379,100.1996
1.0,2,25,RC,6,160,0.425,0.3505,222.0093,147.637
1.5,2,10,C,1,170,0.8294,0.3761,57.9165,30.3624
1.5,2,10,C,2,170,0.9059,0.1954,125.1385,41.5194
1.5,2,10,C,3,170,0.8784,0.2099,180.1512,42.5096
1.5,2,10,R,1,230,0.587,0.4924,40.9941,28.0054
1.5,2,10,R,2,230,0.5326,0.4197,85.8406,53.6015
1.5,2,10,R,3,230,0.5116,0.3789,125.9288,64.0888
1.5,2,10,RC,1,160,0.5625,0.4961,66.0344,50.8395
1.5,2,10,RC,2,160,0.725,0.3482,165.8124,72.0789
1.5,2,10,RC,3,160,0.6,0.3046,211.0662,93.237
1.5,2,15,C,1,170,0.7,0.4583,53.7465,37.2369
1.5,2,15,C,2,170,0.7882,0.3243,118.5546,56.9821
1.5,2,15,C,3,170,0.7882,0.2574,181.365,68.3111
1.5,2,15,R,1,230,0.413,0.4924,37.1778,31.0131
1.5,2,15,R,2,230,0.4804,0.423,90.6121,59.3484
1.5,2,15,R,3,230,0.3783,0.3925,99.2012,70.5838
1.5,2,15,RC,1,160,0.4125,0.4923,49.9304,50.443
1.5,2,15,RC,2,160,0.4844,0.4162,114.3113,87.7817
1.5,2,15,RC,3,160,0.4708,0.3362,170.1715,105.2295
1.5,2,25,C,2,170,0.6706,0.3477,126.5012,62.2275
1.5,2,25,C,4,170,0.6824,0.2452,234.6937,76.8954
1.5,2,25,C,6,170,0.6618,0.2641,314.174,121.4818
1.5,2,25,R,2,230,0.4674,0.4299,93.631,63.5477
1.5,2,25,R,4,230,0.4087,0.3698,174.0843,109.0689
1.5,2,25,R,6,230,0.4362,0.342,262.5832,131.0752
1.5,2,25,RC,2,160,0.4125,0.3935,102.8803,84.1719
1.5,2,25,RC,4,160,0.4156,0.3353,214.834,152.8362
1.5,2,25,RC,6,160,0.4208,0.3525,318.2606,227.3454
2.0,2,10,C,1,170,0.8294,0.3761,76.6805,41.1334
2.0,2,10,C,2,170,0.9059,0.1954,166.1606,56.0736
2.0,2,10,C,3,170,0.8745,0.2107,238.364,57.9714
2.0,2,10,R,1,230,0.587,0.4924,52.727,38.4568
2.0,2,10,R,2,230,0.5196,0.4256,110.339,73.3993
2.0,2,10,R,3,230,0.5015,0.3879,159.8414,89.8121
2.0,2,10,RC,1,160,0.5625,0.4961,86.4922,68.9771
2.0,2,10,RC,2,160,0.7219,0.348,218.5587,97.191
2.0,2,10,RC,3,160,0.6,0.3046,277.8924,125.7008
2.0,2,15,C,1,170,0.7,0.4583,70.4983,50.6192
2.0,2,15,C,2,170,0.7882,0.3243,156.4736,77.0834
2.0,2,15,C,3,170,0.7882,0.2574,239.9436,92.2884
2.0,2,15,R,1,230,0.413,0.4924,46.7672,42.3798
2.0,2,15,R,2,230,0.4696,0.4288,114.9006,80.4559
2.0,2,15,R,3,230,0.3768,0.3932,124.0569,96.8193
2.0,2,15,RC,1,160,0.4125,0.4923,64.7453,68.1082
2.0,2,15,RC,2,160,0.4844,0.4162,149.7499,118.4691
2.0,2,15,RC,3,160,0.4708,0.3362,222.4658,142.0387
2.0,2,25,C,2,170,0.6706,0.3477,165.3167,84.333
2.0,2,25,C,4,170,0.6824,0.2452,308.4381,105.051
2.0,2,25,C,6,170,0.6608,0.265,413.2742,164.4442
2.0,2,25,R,2,230,0.463,0.427,119.0741,86.6877
2.0,2,25,R,4,230,0.4033,0.3725,219.0472,150.1189
2.0,2,25,R,6,230,0.4312,0.3457,330.0714,183.2348
2.0,2,25,RC,2,160,0.4125,0.3935,134.3593,113.619
2.0,2,25,RC,4,160,0.4156,0.3353,279.8693,205.7479
2.0,2,25,RC,6,160,0.4188,0.3545,413.9305,307.7101
3.0,2,10,C,1,170,0.8176,0.3861,114.153,62.8412
3.0,2,10,C,2,170,0.9059,0.1954,248.2047,85.3366
3.0,2,10,C,3,170,0.8706,0.2114,354.3819,89.3453
3.0,2,10,R,1,230,0.5826,0.4931,76.1825,59.821
3.0,2,10,R,2,230,0.5109,0.431,158.1321,113.9364
3.0,2,10,R,3,230,0.4986,0.3879,227.0778,142.6093
3.0,2,10,RC,1,160,0.5625,0.4961,127.4078,105.5008
3.0,2,10,RC,2,160,0.7188,0.3477,323.686,147.7443
3.0,2,10,RC,3,160,0.5937,0.3066,410.6524,190.7901
3.0,2,15,C,1,170,0.7,0.4583,104.0018,77.5999
3.0,2,15,C,2,170,0.7882,0.3243,232.3117,117.5546
3.0,2,15,C,3,170,0.7863,0.2571,356.8548,140.3211
3.0,2,15,R,1,230,0.413,0.4924,65.9461,65.7102
3.0,2,15,R,2,230,0.4565,0.4352,161.734,123.5632
3.0,2,15,R,3,230,0.3739,0.3948,173.4182,150.0033
3.0,2,15,RC,1,160,0.4125,0.4923,94.3753,103.7378
3.0,2,15,RC,2,160,0.4844,0.4162,220.6269,180.1367
3.0,2,15,RC,3,160,0.4687,0.3381,326.6624,216.1357
3.0,2,25,C,2,170,0.6706,0.3477,242.9476,129.0193
3.0,2,25,C,4,170,0.6824,0.2452,455.9057,161.7059
3.0,2,25,C,6,170,0.6608,0.265,611.41,250.6904
3.0,2,25,R,2,230,0.4587,0.4266,169.6485,133.4046
3.0,2,25,R,4,230,0.4,0.3749,307.9963,233.708
3.0,2,25,R,6,230,0.4275,0.3476,464.2601,289.2793
3.0,2,25,RC,2,160,0.4125,0.3935,197.3173,172.7185
3.0,2,25,RC,4,160,0.4156,0.3353,409.9399,311.8362
3.0,2,25,RC,6,160,0.4188,0.3545,604.9716,469.0311
5.0,2,10,C,1,170,0.8176,0.3861,188.6185,106.8462
5.0,2,10,C,2,170,0.9059,0.1954,412.2929,144.041
5.0,2,10,C,3,170,0.8706,0.2114,585.6787,153.2092
5.0,2,10,R,1,230,0.5826,0.4931,122.6667,102.7404
5.0,2,10,R,2,230,0.5065,0.4336,252.9696,196.506
5.0,2,10,R,3,230,0.4942,0.3916,360.3187,249.8086
5.0,2,10,RC,1,160,0.5625,0.4961,209.239,178.8306
5.0,2,10,RC,2,160,0.7188,0.3477,533.8337,249.6245
5.0,2,10,RC,3,160,0.5937,0.3066,675.2028,322.7641
5.0,2,15,C,1,170,0.7,0.4583,171.0089,131.8054
5.0,2,15,C,2,170,0.7882,0.3243,383.9877,198.8048
5.0,2,15,C,3,170,0.7863,0.2571,590.5655,236.7155
5.0,2,15,R,1,230,0.413,0.4924,104.3039,113.0248
5.0,2,15,R,2,230,0.4565,0.4352,254.3017,212.2963
5.0,2,15,R,3,230,0.3739,0.3948,271.7961,257.2109
5.0,2,15,RC,1,160,0.4125,0.4923,153.6352,175.3415
5.0,2,15,RC,2,160,0.4844,0.4162,362.3809,303.8101
5.0,2,15,RC,3,160,0.4687,0.3381,534.909,364.9035
5.0,2,25,C,2,170,0.6706,0.3477,398.2094,218.9317
5.0,2,25,C,4,170,0.6824,0.2452,750.6612,275.3669
5.0,2,25,C,6,170,0.6608,0.265,1007.6816,423.4651
5.0,2,25,R,2,230,0.4565,0.4277,269.5514,227.5485
5.0,2,25,R,4,230,0.3989,0.3757,485.3298,402.4881
5.0,2,25,R,6,230,0.4268,0.3483,730.7453,503.8628
5.0,2,25,RC,2,160,0.4125,0.3935,323.2333,291.155
5.0,2,25,RC,4,160,0.4156,0.3353,670.081,524.3219
5.0,2,25,RC,6,160,0.4188,0.3545,987.0538,792.0808
