LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,5,15,C,2,170,0.7971,0.3139,61.6463,27.5673
0.75,5,15,C,3,170,0.7941,0.2584,93.3959,32.906
0.75,5,15,R,1,230,0.4522,0.4977,22.5742,15.464
0.75,5,15,R,2,230,0.537,0.427,52.2416,28.565
0.75,5,15,R,3,230,0.4478,0.3857,60.179,32.9085
0.75,5,15,RC,1,160,0.425,0.4943,27.5575,24.5765
0.75,5,15,RC,2,160,0.4906,0.4126,60.8935,42.3969
0.75,5,15,RC,3,160,0.4771,0.3346,91.4034,50.6007
0.75,5,25,C,2,170,0.6735,0.3484,68.1908,30.349
0.75,5,25,C,4,170,0.6912,0.2415,123.8258,35.8101
0.75,5,25,C,6,170,0.6696,0.2635,165.1898,57.7448
0.75,5,25,R,2,230,0.513,0.4297,54.1125,29.7257
0.75,5,25,R,4,230,0.4685,0.3742,103.7341,49.1562
0.75,5,25,R,6,230,0.4993,0.3284,155.3153,56.1296
0.75,5,25,RC,2,160,0.4125,0.3935,55.6903,40.5442
0.75,5,25,RC,4,160,0.4219,0.3368,117.1623,73.9812
0.75,5,25,RC,6,160,0.426,0.3495,173.4669,108.174
1.0,5,10,C,1,170,0.8353,0.3709,39.1145,19.7074
1.0,5,10,C,2,170,0.9059,0.1954,84.1165,27.1277
1.0,5,10,C,3,170,0.8824,0.209,121.7055,27.3453
1.0,5,10,R,1,230,0.5913,0.4916,29.1841,17.95
1.0,5,10,R,2,230,0.5457,0.4106,60.983,34.4682
1.0,5,10,R,3,230,0.5391,0.3587,90.8286,39.7793
1.0,5,10,RC,1,160,0.5687,0.4953,45.47,32.8945
1.0,5,10,RC,2,160,0.7344,0.3488,112.4507,46.8903
1.0,5,10,RC,3,160,0.6104,0.3101,143.9559,60.6761
1.0,5,15,C,1,170,0.7,0.4583,36.9947,24.0876
1.0,5,15,C,2,170,0.7882,0.3243,80.6356,37.1648
1.0,5,15,C,3,170,0.7882,0.2574,122.7864,44.5858
1.0,5,15,R,1,230,0.4174,0.4931,27.6087,20.3377
1.0,5,15,R,2,230,0.5043,0.4248,65.7263,38.9456
1.0,5,15,R,3,230,0.387,0.3901,74.096,45.0634
1.0,5,15,RC,1,160,0.4188,0.4934,35.1011,33.0792
1.0,5,15,RC,2,160,0.4906,0.4126,78.8315,57.382
1.0,5,15,RC,3,160,0.475,0.3324,117.8812,68.6709
1.0,5,25,C,2,170,0.6706,0.3477,87.6858,40.627
1.0,5,25,C,4,170,0.6824,0.2452,160.9132,49.15
1.0,5,25,C,6,170,0.6637,0.2623,214.978,78.9204
1.0,5,25,R,2,230,0.4804,0.4256,67.6986,40.8149
1.0,5,25,R,4,230,0.4185,0.3673,128.4378,69.0504
1.0,5,25,R,6,230,0.4565,0.3348,193.4532,80.3151
1.0,5,25,RC,2,160,0.4125,0.3935,71.4298,54.9269
1.0,5,25,RC,4,160,0.4172,0.3351,149.8715,100.0793
1.0,5,25,RC,6,160,0.425,0.3505,222.0309,147.6138
1.5,5,10,C,1,170,0.8294,0.3761,57.9165,30.3624
1.5,5,10,C,2,170,0.9059,0.1954,125.1385,41.5194
1.5,5,10,C,3,170,0.8784,0.2099,180.1512,42.5096
1.5,5,10,R,1,230,0.587,0.4924,40.9941,28.0054
1.5,5,10,R,2,230,0.5326,0.4197,85.8489,53.5992
1.5,5,10,R,3,230,0.513,0.3776,125.9456,64.0849
1.5,5,10,RC,1,160,0.5625,0.4961,66.0344,50.8395
1.5,5,10,RC,2,160,0.725,0.3482,165.8324,72.0388
1.5,5,10,RC,3,160,0.6,0.3046,211.41,93.315
1.5,5,15,C,1,170,0.7,0.4583,53.7465,37.2369
1.5,5,15,C,2,170,0.7882,0.3243,118.5546,56.9821
1.5,5,15,C,3,170,0.7882,0.2574,181.365,68.3111
1.5,5,15,R,1,230,0.413,0.4924,37.2434,31.0242
1.5,5,15,R,2,230,0.4804,0.423,90.7317,59.464
1.5,5,15,R,3,230,0.3783,0.3925,99.3486,70.5126
1.5,5,15,RC,1,160,0.4125,0.4923,49.9304,50.443
1.5,5,15,RC,2,160,0.4844,0.4162,114.485,87.7422
1.5,5,15,RC,3,160,0.4708,0.3362,170.3036,105.1234
1.5,5,25,C,2,170,0.6706,0.3477,126.5012,62.2275
1.5,5,25,C,4,170,0.6824,0.2452,234.6937,76.8954
1.5,5,25,C,6,170,0.6618,0.2641,314.174,121.4818
1.5,5,25,R,2,230,0.4717,0.4277,93.7938,63.5559
1.5,5,25,R,4,230,0.412,0.3673,174.3836,108.9216
1.5,5,25,R,6,230,0.4384,0.3408,263.3618,130.7958
1.5,5,25,RC,2,160,0.4125,0.3935,102.9088,84.1525
1.5,5,25,RC,4,160,0.4156,0.3353,214.9677,152.7003
1.5,5,25,RC,6,160,0.4208,0.3525,318.2823,227.3212
2.0,5,10,C,1,170,0.8294,0.3761,76.6805,41.1334
2.0,5,10,C,2,170,0.9059,0.1954,166.1606,56.0736
2.0,5,10,C,3,170,0.8745,0.2107,238.364,57.9714
2.0,5,10,R,1,230,0.587,0.4924,52.727,38.4568
2.0,5,10,R,2,230,0.5196,0.4256,110.3473,73.3949
2.0,5,10,R,3,230,0.5015,0.3879,159.9244,89.7649
2.0,5,10,RC,1,160,0.5625,0.4961,86.4922,68.9771
2.0,5,10,RC,2,160,0.7219,0.348,218.5788,97.1504
2.0,5,10,RC,3,160,0.6,0.3046,278.2362,125.7222
2.0,5,15,C,1,170,0.7,0.4583,70.4983,50.6192
2.0,5,15,C,2,170,0.7882,0.3243,156.4736,77.0834
2.0,5,15,C,3,170,0.7882,0.2574,239.9436,92.2884
2.0,5,15,R,1,230,0.413,0.4924,46.8329,42.3731
2.0,5,15,R,2,230,0.4783,0.4242,115.286,80.6521
2.0,5,15,R,3,230,0.3783,0.3925,124.2483,96.7062
2.0,5,15,RC,1,160,0.4125,0.4923,64.7453,68.1082
2.0,5,15,RC,2,160,0.4844,0.4162,149.9235,118.3879
2.0,5,15,RC,3,160,0.4708,0.3362,222.5979,141.9115
2.0,5,25,C,2,170,0.6706,0.3477,165.3167,84.333
2.0,5,25,C,4,170,0.6824,0.2452,308.4381,105.051
2.0,5,25,C,6,170,0.6608,0.265,413.2742,164.4442
2.0,5,25,R,2,230,0.463,0.427,119.3677,86.65
2.0,5,25,R,4,230,0.4054,0.3708,219.6598,149.7706
2.0,5,25,R,6,230,0.4333,0.3435,331.3742,182.6277
2.0,5,25,RC,2,160,0.4125,0.3935,134.3878,113.5967
2.0,5,25,RC,4,160,0.4156,0.3353,280.0029,205.6047
2.0,5,25,RC,6,160,0.4198,0.3535,414.0494,307.6042
3.0,5,10,C,1,170,0.8176,0.3861,114.153,62.8412
3.0,5,10,C,2,170,0.9059,0.1954,248.2047,85.3366
3.0,5,10,C,3,170,0.8706,0.2114,354.3819,89.3453
3.0,5,10,R,1,230,0.587,0.4924,76.1927,59.8341
3.0,5,10,R,2,230,0.5152,0.4283,158.15,113.9268
3.0,5,10,R,3,230,0.5015,0.3879,227.2774,142.5413
3.0,5,10,RC,1,160,0.5625,0.4961,127.4078,105.5008
3.0,5,10,RC,2,160,0.7219,0.348,324.0676,147.9167
3.0,5,10,RC,3,160,0.5979,0.303,411.4947,190.6877
3.0,5,15,C,1,170,0.7,0.4583,104.0018,77.5999
3.0,5,15,C,2,170,0.7882,0.3243,232.3117,117.5546
3.0,5,15,C,3,170,0.7863,0.2571,356.8548,140.3211
3.0,5,15,R,1,230,0.413,0.4924,66.0117,65.6867
3.0,5,15,R,2,230,0.4587,0.4342,163.0949,123.8293
3.0,5,15,R,3,230,0.3754,0.394,173.8059,149.8003
3.0,5,15,RC,1,160,0.4125,0.4923,94.3753,103.7378
3.0,5,15,RC,2,160,0.4844,0.4162,220.8006,180.0149
3.0,5,15,RC,3,160,0.4687,0.3381,326.7945,215.9884
3.0,5,25,C,2,170,0.6706,0.3477,242.9476,129.0193
3.0,5,25,C,4,170,0.6824,0.2452,455.9057,161.7059
3.0,5,25,C,6,170,0.6608,0.265,611.41,250.6904
3.0,5,25,R,2,230,0.4587,0.4266,169.9422,133.2688
3.0,5,25,R,4,230,0.4022,0.3733,309.0649,232.9941
3.0,5,25,R,6,230,0.4304,0.3458,466.1841,288.0898
3.0,5,25,RC,2,160,0.4125,0.3935,197.3458,172.6935
3.0,5,25,RC,4,160,0.4156,0.3353,410.0735,311.6861
3.0,5,25,RC,6,160,0.4188,0.3545,605.3117,468.7135
5.0,5,10,C,1,170,0.8176,0.3861,188.6185,106.8462
5.0,5,10,C,2,170,0.9059,0.1954,412.2929,144.041
5.0,5,10,C,3,170,0.8706,0.2114,585.6787,153.2092
5.0,5,10,R,1,230,0.5826,0.4931,122.9908,102.9497
5.0,5,10,R,2,230,0.5109,0.431,253.3106,196.341
5.0,5,10,R,3,230,0.4986,0.3879,361.1563,249.4576
5.0,5,10,RC,1,160,0.5625,0.4961,209.239,178.8306
5.0,5,10,RC,2,160,0.7188,0.3477,534.4239,249.7073
5.0,5,10,RC,3,160,0.5937,0.3066,676.6943,321.7356
5.0,5,15,C,1,170,0.7,0.4583,171.0089,131.8054
5.0,5,15,C,2,170,0.7882,0.3243,383.9877,198.8048
5.0,5,15,C,3,170,0.7863,0.2571,590.5655,236.7155
5.0,5,15,R,1,230,0.413,0.4924,104.3695,112.9889
5.0,5,15,R,2,230,0.4565,0.4352,256.0851,211.8412
5.0,5,15,R,3,230,0.3739,0.3948,272.4476,256.8974
5.0,5,15,RC,1,160,0.4125,0.4923,153.6352,175.3415
5.0,5,15,RC,2,160,0.4844,0.4162,362.5546,303.6568
5.0,5,15,RC,3,160,0.4687,0.3381,535.0412,364.7408
5.0,5,25,C,2,170,0.6706,0.3477,398.2094,218.9317
5.0,5,25,C,4,170,0.6824,0.2452,750.6612,275.3669
5.0,5,25,C,6,170,0.6608,0.265,1007.6816,423.4651
5.0,5,25,R,2,230,0.4587,0.4266,270.3791,227.4248
5.0,5,25,R,4,230,0.4,0.3749,486.7374,401.3992
5.0,5,25,R,6,230,0.4275,0.3476,734.1824,501.5358
5.0,5,25,RC,2,160,0.4125,0.3935,323.2619,291.1278
5.0,5,25,RC,4,160,0.4156,0.3353,670.2146,524.1663
5.0,5,25,RC,6,160,0.4188,0.3545,987.3939,791.7286
