LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
1.0,1,10,C,1,170,0.9235,0.2657,41.2094,17.6905
1.0,1,10,C,2,170,0.9676,0.123,87.3715,24.4343
1.0,1,10,C,3,170,0.9431,0.1401,125.944,23.7922
1.0,1,10,R,1,230,0.7609,0.4266,31.7273,17.6802
1.0,1,10,R,2,230,0.7935,0.3017,76.1359,26.9263
1.0,1,10,R,3,230,0.7406,0.3043,109.4627,37.0963
1.0,1,10,RC,1,160,0.7688,0.4216,59.0873,28.8867
1.0,1,10,RC,2,160,0.9,0.2,132.095,28.571
1.0,1,10,RC,3,160,0.8208,0.2201,184.2932,44.262
1.0,1,15,C,1,170,0.9,0.3,43.7017,20.8238
1.0,1,15,C,2,170,0.9118,0.2125,87.8205,33.9515
1.0,1,15,C,3,170,0.8961,0.178,133.2261,40.0276
1.0,1,15,R,1,230,0.7043,0.4563,36.5498,19.728
1.0,1,15,R,2,230,0.6978,0.3686,80.1574,35.3775
1.0,1,15,R,3,230,0.6087,0.3469,94.7736,42.2038
1.0,1,15,RC,1,160,0.7375,0.44,53.9947,29.963
1.0,1,15,RC,2,160,0.7438,0.3491,113.2256,48.2555
1.0,1,15,RC,3,160,0.7667,0.2759,175.3413,56.8406
1.0,1,25,C,2,170,0.8647,0.2699,102.7999,40.918
1.0,1,25,C,4,170,0.8706,0.1698,192.1122,43.1073
1.0,1,25,C,6,170,0.8108,0.1887,242.989,67.1992
1.0,1,25,R,2,230,0.7022,0.3511,84.736,36.1289
1.0,1,25,R,4,230,0.725,0.2722,177.2826,48.8067
1.0,1,25,R,6,230,0.6978,0.2542,243.3977,61.577
1.0,1,25,RC,2,160,0.7188,0.3477,112.5849,50.0889
1.0,1,25,RC,4,160,0.6953,0.2967,225.5661,85.1297
1.0,1,25,RC,6,160,0.7417,0.2621,350.551,107.3694
1.5,1,10,C,1,170,0.8941,0.3077,61.4269,26.9825
1.5,1,10,C,2,170,0.9676,0.123,130.9203,36.8942
1.5,1,10,C,3,170,0.9392,0.1431,188.3317,36.2828
1.5,1,10,R,1,230,0.7522,0.4318,46.6252,27.5329
1.5,1,10,R,2,230,0.7826,0.3171,111.1486,43.2989
1.5,1,10,R,3,230,0.7319,0.3171,159.344,57.8809
1.5,1,10,RC,1,160,0.7688,0.4216,87.4849,44.8468
1.5,1,10,RC,2,160,0.9,0.2,197.5277,43.9081
1.5,1,10,RC,3,160,0.8208,0.2201,274.8308,67.8773
1.5,1,15,C,1,170,0.8824,0.3222,64.7727,31.8114
1.5,1,15,C,2,170,0.9118,0.2125,131.3545,51.525
1.5,1,15,C,3,170,0.8961,0.178,199.257,60.535
1.5,1,15,R,1,230,0.6913,0.462,52.7601,30.7825
1.5,1,15,R,2,230,0.6652,0.3801,115.2997,54.4402
1.5,1,15,R,3,230,0.5913,0.3573,134.697,66.3429
1.5,1,15,RC,1,160,0.7375,0.44,80.1861,46.1305
1.5,1,15,RC,2,160,0.7438,0.3491,167.926,74.2955
1.5,1,15,RC,3,160,0.7667,0.2759,260.0037,87.977
1.5,1,25,C,2,170,0.8647,0.2699,153.1541,62.6118
1.5,1,25,C,4,170,0.8706,0.1698,286.5513,65.9485
1.5,1,25,C,6,170,0.8108,0.1887,361.5805,102.9118
1.5,1,25,R,2,230,0.7,0.3508,124.0536,56.0122
1.5,1,25,R,4,230,0.7087,0.2844,257.3749,78.7768
1.5,1,25,R,6,230,0.6833,0.2639,354.6716,99.3542
1.5,1,25,RC,2,160,0.7188,0.3477,166.9347,76.453
1.5,1,25,RC,4,160,0.6953,0.2967,333.4103,132.1719
1.5,1,25,RC,6,160,0.7417,0.2621,519.7331,166.6008
2.0,1,10,C,1,170,0.8941,0.3077,81.3733,36.6187
2.0,1,10,C,2,170,0.9676,0.123,174.4691,49.3648
2.0,1,10,C,3,170,0.9353,0.1459,250.5293,48.8038
2.0,1,10,R,1,230,0.7391,0.4391,61.4312,37.5396
2.0,1,10,R,2,230,0.7761,0.3278,145.9919,60.2196
2.0,1,10,R,3,230,0.729,0.3192,208.8653,79.5822
2.0,1,10,RC,1,160,0.7688,0.4216,115.8826,60.9164
2.0,1,10,RC,2,160,0.9,0.2,262.9604,59.2753
2.0,1,10,RC,3,160,0.8208,0.2201,365.3684,91.5691
2.0,1,15,C,1,170,0.8765,0.329,85.4747,42.929
2.0,1,15,C,2,170,0.9118,0.2125,174.8885,69.1088
2.0,1,15,C,3,170,0.8961,0.178,265.2879,81.0839
2.0,1,15,R,1,230,0.687,0.4637,68.9102,42.2586
2.0,1,15,R,2,230,0.6565,0.3893,149.1662,73.8549
2.0,1,15,R,3,230,0.5884,0.358,174.0622,91.0582
2.0,1,15,RC,1,160,0.7375,0.44,106.3776,62.3227
2.0,1,15,RC,2,160,0.7438,0.3491,222.6264,100.469
2.0,1,15,RC,3,160,0.7667,0.2759,344.6661,119.2567
2.0,1,25,C,2,170,0.8647,0.2699,203.5083,84.3449
2.0,1,25,C,4,170,0.8706,0.1698,380.9903,88.8345
2.0,1,25,C,6,170,0.8108,0.1887,480.1719,138.6639
2.0,1,25,R,2,230,0.6978,0.3505,163.1532,75.8919
2.0,1,25,R,4,230,0.7022,0.2853,336.4821,109.9329
2.0,1,25,R,6,230,0.6768,0.269,463.7749,138.6338
2.0,1,25,RC,2,160,0.7188,0.3477,221.2655,102.9331
2.0,1,25,RC,4,160,0.6953,0.2967,441.2526,179.3533
2.0,1,25,RC,6,160,0.7417,0.2621,688.8804,225.9899
3.0,1,10,C,1,170,0.8765,0.329,121.1828,56.1635
3.0,1,10,C,2,170,0.9676,0.123,261.5666,74.3164
3.0,1,10,C,3,170,0.9333,0.1473,374.609,73.989
3.0,1,10,R,1,230,0.7391,0.4391,90.8471,57.8089
3.0,1,10,R,2,230,0.7717,0.3347,215.4119,94.7886
3.0,1,10,R,3,230,0.7188,0.3233,307.2952,123.9238
3.0,1,10,RC,1,160,0.7688,0.4216,172.6779,93.1575
3.0,1,10,RC,2,160,0.9,0.2,393.8257,90.0382
3.0,1,10,RC,3,160,0.8208,0.2201,546.4436,139.0259
3.0,1,15,C,1,170,0.8765,0.329,126.8434,65.6735
3.0,1,15,C,2,170,0.9118,0.2125,261.9564,104.2866
3.0,1,15,C,3,170,0.8941,0.1787,397.1037,122.1181
3.0,1,15,R,1,230,0.6826,0.4655,101.0355,65.5829
3.0,1,15,R,2,230,0.65,0.396,216.0518,114.4345
3.0,1,15,R,3,230,0.5855,0.3601,252.5498,141.2991
3.0,1,15,RC,1,160,0.7375,0.44,158.7605,94.7308
3.0,1,15,RC,2,160,0.7438,0.3491,332.0271,152.9421
3.0,1,15,RC,3,160,0.7667,0.2759,513.9908,181.95
3.0,1,25,C,2,170,0.8647,0.2699,304.2167,127.8489
3.0,1,25,C,4,170,0.8706,0.1698,569.8685,134.6492
3.0,1,25,C,6,170,0.8108,0.1887,717.3547,210.2061
3.0,1,25,R,2,230,0.6957,0.3501,241.0469,115.6844
3.0,1,25,R,4,230,0.7,0.2868,493.6019,173.3648
3.0,1,25,R,6,230,0.6754,0.2695,681.3688,218.3895
3.0,1,25,RC,2,160,0.7188,0.3477,329.9271,155.9938
3.0,1,25,RC,4,160,0.6953,0.2967,656.937,273.8443
3.0,1,25,RC,6,160,0.7417,0.2621,1027.1247,344.9639
5.0,1,10,C,1,170,0.8765,0.329,200.0824,96.3026
5.0,1,10,C,2,170,0.9676,0.123,435.7616,124.232
5.0,1,10,C,3,170,0.9333,0.1473,622.7512,124.6814
5.0,1,10,R,1,230,0.7391,0.4391,149.679,98.5387
5.0,1,10,R,2,230,0.7717,0.3347,353.9853,164.7326
5.0,1,10,R,3,230,0.7174,0.3243,502.9405,214.1674
5.0,1,10,RC,1,160,0.7688,0.4216,286.2685,157.7554
5.0,1,10,RC,2,160,0.9,0.2,655.5563,151.5971
5.0,1,10,RC,3,160,0.8208,0.2201,908.594,234.0244
5.0,1,15,C,1,170,0.8765,0.329,209.5806,111.755
5.0,1,15,C,2,170,0.9118,0.2125,436.0922,174.6542
5.0,1,15,C,3,170,0.8941,0.1787,660.6237,204.34
5.0,1,15,R,1,230,0.6826,0.4655,165.0707,112.854
5.0,1,15,R,2,230,0.65,0.396,349.6028,198.2317
5.0,1,15,R,3,230,0.5855,0.3601,409.2781,242.6693
5.0,1,15,RC,1,160,0.7375,0.44,263.5263,159.5742
5.0,1,15,RC,2,160,0.7438,0.3491,550.8287,258.0337
5.0,1,15,RC,3,160,0.7667,0.2759,852.6403,307.4901
5.0,1,25,C,2,170,0.8647,0.2699,505.6335,214.9008
5.0,1,25,C,4,170,0.8706,0.1698,947.6247,226.3287
5.0,1,25,C,6,170,0.8108,0.1887,1191.7204,353.3345
5.0,1,25,R,2,230,0.6957,0.3501,396.7834,195.8052
5.0,1,25,R,4,230,0.7,0.2868,807.8297,301.3525
5.0,1,25,R,6,230,0.6754,0.2695,1116.2047,379.082
5.0,1,25,RC,2,160,0.7188,0.3477,547.2504,262.2327
5.0,1,25,RC,4,160,0.6953,0.2967,1088.3058,462.9729
5.0,1,25,RC,6,160,0.7417,0.2621,1703.4084,583.3309
