c 101 25
40 50 0 1236
45 68 830 1049
45 70 756 939
42 66 16 336
42 68 643 866
42 65 15 226
40 69 499 824
40 66 87 308
38 68 150 429
38 70 429 710
35 66 279 488
35 69 363 590
25 85 547 826
22 75 30 280
22 85 489 698
20 80 318 495
20 85 394 609
18 75 33 226
15 75 68 365
15 80 176 447
30 50 10 265
30 52 836 1043
28 52 704 991
28 55 664 845
25 50 15 333
25 52 88 305
25 55 502 821
23 52 179 398
23 55 476 663
20 50 288 475
20 55 368 585
10 35 144 293
10 40 31 309
8 40 33 313
8 45 655 912
5 35 191 436
5 45 588 793
2 40 305 512
0 40 414 587
0 45 481 710
35 30 180 405
35 32 63 338
33 32 19 345
33 35 16 273
32 30 278 493
30 30 453 688
30 32 355 602
30 35 837 1127
28 30 539 786
28 35 867 1126
26 32 719 976
25 30 635 876
25 35 825 1056
44 5 193 440
42 10 78 365
42 15 35 287
40 5 308 513
40 15 35 246
38 5 376 629
38 15 519 872
35 5 463 728
50 30 412 729
50 35 181 398
50 40 100 289
48 30 539 786
48 40 12 223
47 35 753 948
47 40 12 275
45 30 669 842
45 35 836 1049
95 30 284 559
95 35 194 459
53 30 367 588
92 30 370 659
53 35 263 502
45 65 847 1130
90 35 119 344
88 30 469 748
88 35 50 295
87 30 573 826
85 25 694 895
85 35 47 356
75 55 293 496
72 55 154 449
70 58 360 621
68 60 470 697
66 55 76 335
65 55 25 260
65 60 551 802
63 58 640 899
60 55 20 276
60 60 756 969
67 85 257 552
65 85 409 584
65 82 209 412
62 80 130 305
60 80 36 283
60 85 470 713
58 75 30 248
55 80 628 935
55 85 530 843
