c 101 25
35 35 0 1000
41 49 636 919
35 17 74 351
55 45 498 613
55 20 470 965
15 30 20 370
25 30 266 663
20 50 292 449
10 43 288 597
55 60 254 643
30 60 496 713
20 65 33 510
50 35 170 403
30 25 426 978
15 10 32 454
30 5 30 529
10 20 222 423
5 30 409 959
20 40 349 462
15 60 215 432
45 65 538 709
45 20 156 389
45 10 280 623
55 5 36 513
65 35 633 918
65 20 400 956
45 30 548 707
35 40 5 612
41 37 44 325
64 42 129 374
40 60 115 498
31 52 91 336
35 69 602 835
53 52 24 646
65 55 487 656
63 65 439 948
2 60 41 710
20 20 563 736
5 5 147 560
60 12 33 797
40 25 243 554
42 7 225 682
24 12 25 616
23 3 578 747
11 14 72 501
6 38 29 669
2 48 458 685
8 56 34 362
13 52 694 962
6 68 444 597
47 47 499 690
49 58 296 505
27 43 111 362
37 31 301 602
57 29 595 780
63 23 442 917
53 12 426 851
32 12 366 585
36 26 458 980
21 24 17 441
17 34 651 932
12 24 246 421
24 58 25 583
27 69 34 348
15 77 46 523
62 77 49 608
49 73 440 845
67 5 132 563
56 39 464 925
37 47 12 535
37 56 249 968
57 68 218 417
47 16 22 377
44 17 263 444
46 13 479 965
49 11 182 399
49 42 166 497
53 43 430 970
61 52 212 671
57 48 273 580
56 37 452 968
55 54 388 479
15 47 99 352
14 37 21 328
11 31 323 624
16 22 333 504
4 18 350 503
28 18 380 487
26 52 114 553
26 35 649 981
31 67 345 534
15 19 675 930
22 22 18 673
18 24 339 969
26 27 403 536
25 24 22 301
22 27 565 732
25 21 582 703
19 21 122 367
20 26 185 580
18 18 297 965
