c 101 25
40 50 0 1236
45 68 850 1030
45 70 758 938
42 66 16 196
42 68 665 845
42 65 15 195
40 69 572 752
40 66 108 288
38 68 200 380
38 70 480 660
35 66 294 474
35 69 387 567
25 85 597 777
22 75 30 210
22 85 504 684
20 80 317 497
20 85 412 592
18 75 34 214
15 75 127 307
15 80 222 402
30 50 10 190
30 52 850 1030
28 52 758 938
28 55 665 845
25 50 15 195
25 52 107 287
25 55 572 752
23 52 199 379
23 55 480 660
20 50 292 472
20 55 387 567
10 35 129 309
10 40 31 211
8 40 33 213
8 45 694 874
5 35 224 404
5 45 601 781
2 40 319 499
0 40 411 591
0 45 506 686
35 30 203 383
35 32 111 291
33 32 19 199
33 35 16 196
32 30 296 476
30 30 481 661
30 32 389 569
30 35 947 1127
28 30 573 753
28 35 944 1124
26 32 758 938
25 30 666 846
25 35 851 1031
44 5 227 407
42 10 132 312
42 15 37 217
40 5 321 501
40 15 35 215
38 5 413 593
38 15 606 786
35 5 506 686
50 30 481 661
50 35 200 380
50 40 105 285
48 30 573 753
48 40 13 193
47 35 761 941
47 40 12 192
45 30 666 846
45 35 853 1033
95 30 332 512
95 35 237 417
53 30 388 568
92 30 425 605
53 35 293 473
45 65 943 1123
90 35 142 322
88 30 519 699
88 35 50 230
87 30 610 790
85 25 705 885
85 35 47 227
75 55 305 485
72 55 212 392
70 58 401 581
68 60 494 674
66 55 116 296
65 55 25 205
65 60 587 767
63 58 680 860
60 55 20 200
60 60 773 953
67 85 315 495
65 85 407 587
65 82 221 401
62 80 128 308
60 80 36 216
60 85 502 682
58 75 30 210
55 80 692 872
55 85 597 777
