c 101 25
40 50 0 1236
45 68 912 967
45 70 825 870
42 66 65 146
42 68 727 782
42 65 15 67
40 69 621 702
40 66 170 225
38 68 255 324
38 70 534 605
35 66 357 410
35 69 448 505
25 85 652 721
22 75 30 92
22 85 567 620
20 80 384 429
20 85 475 528
18 75 99 148
15 75 179 254
15 80 278 345
30 50 10 73
30 52 914 965
28 52 812 883
28 55 732 777
25 50 65 144
25 52 169 224
25 55 622 701
23 52 261 316
23 55 546 593
20 50 358 405
20 55 449 504
10 35 200 237
10 40 31 100
8 40 87 158
8 45 751 816
5 35 283 344
5 45 665 716
2 40 383 434
0 40 479 522
0 45 567 624
35 30 264 321
35 32 166 235
33 32 68 149
33 35 16 80
32 30 359 412
30 30 541 600
30 32 448 509
30 35 1054 1127
28 30 632 693
28 35 1001 1066
26 32 815 880
25 30 725 786
25 35 912 969
44 5 286 347
42 10 186 257
42 15 95 158
40 5 385 436
40 15 35 87
38 5 471 534
38 15 651 740
35 5 562 629
50 30 531 610
50 35 262 317
50 40 171 218
48 30 632 693
48 40 76 129
47 35 826 875
47 40 12 77
45 30 734 777
45 35 916 969
95 30 387 456
95 35 293 360
53 30 450 505
92 30 478 551
53 35 353 412
45 65 997 1068
90 35 203 260
88 30 574 643
88 35 109 170
87 30 668 731
85 25 769 820
85 35 47 124
75 55 369 420
72 55 265 338
70 58 458 523
68 60 555 612
66 55 173 238
65 55 85 144
65 60 645 708
63 58 737 802
60 55 20 84
60 60 836 889
67 85 368 441
65 85 475 518
65 82 285 336
62 80 196 239
60 80 95 156
60 85 561 622
58 75 30 84
55 80 743 820
55 85 647 726
