c 101 25
35 35 0 1000
41 49 0 974
35 17 0 972
55 45 0 967
55 20 620 860
15 30 0 969
25 30 0 978
20 50 0 968
10 43 323 563
55 60 329 569
30 60 0 964
20 65 146 386
50 35 0 975
30 25 639 879
15 10 0 957
30 5 118 358
10 20 0 960
5 30 0 959
20 40 0 974
15 60 0 957
45 65 0 958
45 20 0 971
45 10 0 963
55 5 146 386
65 35 0 960
65 20 716 956
45 30 0 978
35 40 0 985
41 37 0 983
64 42 0 960
40 60 0 964
31 52 0 972
35 69 0 956
53 52 0 965
65 55 0 953
63 65 0 948
2 60 0 948
20 20 0 968
5 5 234 474
60 12 0 956
40 25 0 978
42 7 0 961
24 12 0 964
23 3 0 955
11 14 167 407
6 38 0 960
2 48 0 954
8 56 0 955
13 52 0 962
6 68 0 946
47 47 0 973
49 58 0 963
27 43 0 978
37 31 332 572
57 29 0 967
63 23 560 800
53 12 0 960
32 12 0 966
36 26 740 980
21 24 0 972
17 34 0 971
12 24 0 964
24 58 113 353
27 69 0 955
15 77 0 943
62 77 0 940
49 73 0 949
67 5 228 468
56 39 0 968
37 47 108 348
37 56 0 968
57 68 0 950
47 16 0 967
44 17 0 969
46 13 622 862
49 11 0 962
49 42 212 452
53 43 730 970
61 52 0 958
57 48 307 547
56 37 0 968
55 54 0 962
15 47 0 966
14 37 0 968
11 31 354 594
16 22 0 966
4 18 0 954
28 18 314 554
26 52 0 970
26 35 0 981
31 67 0 957
15 19 0 964
22 22 18 258
18 24 0 969
26 27 0 977
25 24 0 975
22 27 0 974
25 21 0 972
19 21 0 968
20 26 263 503
18 18 725 965
