c 101 25
40 50 0 1236
45 68 0 1127
45 70 0 1125
42 66 0 1129
42 68 727 782
42 65 0 1130
40 69 0 1127
40 66 0 1130
38 68 255 324
38 70 534 605
35 66 0 1129
35 69 448 505
25 85 0 1107
22 75 30 92
22 85 0 1106
20 80 384 429
20 85 0 1105
18 75 0 1112
15 75 0 1110
15 80 0 1106
30 50 0 1136
30 52 0 1135
28 52 0 1133
28 55 732 777
25 50 0 1131
25 52 169 224
25 55 0 1130
23 52 0 1128
23 55 0 1128
20 50 0 1126
20 55 0 1125
10 35 0 1112
10 40 0 1114
8 40 0 1112
8 45 0 1113
5 35 0 1107
5 45 0 1110
2 40 0 1106
0 40 479 522
0 45 0 1105
35 30 0 1125
35 32 0 1127
33 32 0 1126
33 35 0 1129
32 30 359 412
30 30 0 1123
30 32 0 1125
30 35 0 1127
28 30 0 1122
28 35 0 1126
26 32 0 1123
25 30 0 1121
25 35 0 1124
44 5 286 347
42 10 0 1105
42 15 95 158
40 5 0 1101
40 15 0 1111
38 5 471 534
38 15 0 1110
35 5 0 1100
50 30 0 1123
50 35 262 317
50 40 0 1131
48 30 0 1124
48 40 0 1133
47 35 0 1129
47 40 12 77
45 30 0 1125
45 35 916 969
95 30 0 1087
95 35 0 1088
53 30 0 1122
92 30 0 1090
53 35 353 412
45 65 0 1130
90 35 203 260
88 30 574 643
88 35 0 1095
87 30 668 731
85 25 0 1094
85 35 0 1098
75 55 0 1110
72 55 0 1113
70 58 458 523
68 60 0 1116
66 55 0 1119
65 55 85 144
65 60 0 1119
63 58 0 1121
60 55 0 1125
60 60 0 1123
67 85 368 441
65 85 0 1102
65 82 0 1105
62 80 0 1108
60 80 0 1109
60 85 0 1105
58 75 0 1115
55 80 743 820
55 85 647 726
