c 101 25
35 35 0 1000
41 49 451 974
35 17 18 534
55 45 378 733
55 20 477 965
15 30 20 610
25 30 245 684
20 50 172 569
10 43 245 640
55 60 231 666
30 60 430 779
20 65 33 511
50 35 50 523
30 25 462 978
15 10 32 694
30 5 30 519
10 20 102 543
5 30 444 959
20 40 229 582
15 60 95 552
45 65 418 829
45 20 36 509
45 10 246 657
55 5 36 514
65 35 435 960
65 20 438 956
45 30 428 827
35 40 5 548
41 37 6 526
64 42 29 513
40 60 91 522
31 52 17 501
35 69 482 955
53 52 24 575
65 55 367 776
63 65 453 948
2 60 41 615
20 20 443 856
5 5 130 577
60 12 33 655
40 25 201 596
42 7 219 688
24 12 25 560
23 3 458 867
11 14 59 514
6 38 29 589
2 48 338 805
8 56 34 602
13 52 454 962
6 68 362 679
47 47 379 810
49 58 176 625
27 43 11 502
37 31 256 647
57 29 475 900
63 23 441 918
53 12 412 865
32 12 246 705
36 26 479 980
21 24 17 681
17 34 449 971
12 24 126 541
24 58 25 544
27 69 34 588
15 77 46 524
62 77 49 568
49 73 421 864
67 5 120 575
56 39 459 930
37 47 12 513
37 56 368 968
57 68 98 537
47 16 22 617
44 17 143 564
46 13 482 965
49 11 62 519
49 42 129 534
53 43 460 970
61 52 207 676
57 48 230 623
56 37 470 968
55 54 268 599
15 47 23 515
14 37 21 568
11 31 278 669
16 22 213 624
4 18 230 623
28 18 287 580
26 52 104 563
26 35 409 981
31 67 225 654
15 19 469 964
22 22 18 585
18 24 414 969
26 27 283 656
25 24 14 533
22 27 445 852
25 21 462 823
19 21 21 506
20 26 164 601
18 18 391 965
