c 101 25
40 50 0 240
25 85 145 175
22 75 50 80
22 85 109 139
20 80 141 171
20 85 41 71
18 75 95 125
15 75 79 109
15 80 91 121
10 35 91 121
10 40 119 149
8 40 59 89
8 45 64 94
5 35 142 172
5 45 35 65
2 40 58 88
0 40 72 102
0 45 149 179
44 5 87 117
42 10 72 102
42 15 122 152
40 5 67 97
40 15 92 122
38 5 65 95
38 15 148 178
35 5 154 184
95 30 115 145
95 35 62 92
92 30 62 92
90 35 67 97
88 30 74 104
88 35 61 91
87 30 131 161
85 25 51 81
85 35 111 141
67 85 139 169
65 85 43 73
65 82 124 154
62 80 75 105
60 80 37 67
60 85 85 115
58 75 92 122
55 80 33 63
55 85 128 158
55 82 64 94
20 82 37 67
18 80 113 143
2 45 45 75
42 5 151 181
42 12 104 134
72 35 116 146
55 20 83 113
25 30 52 82
20 50 91 121
55 60 139 169
30 60 140 170
50 35 130 160
30 25 96 126
15 10 152 182
10 20 42 72
15 60 155 185
45 65 66 96
65 35 52 82
65 20 39 69
45 30 53 83
35 40 11 41
41 37 133 163
64 42 70 100
40 60 144 174
31 52 41 71
35 69 180 210
65 55 65 95
63 65 30 60
2 60 77 107
20 20 141 171
5 5 74 104
60 12 75 105
23 3 150 180
8 56 90 120
6 68 89 119
47 47 192 222
49 58 86 116
27 43 42 72
37 31 35 65
57 29 96 126
63 23 87 117
21 24 87 117
12 24 90 120
24 58 67 97
67 5 144 174
37 47 86 116
49 42 167 197
53 43 14 44
61 52 178 208
57 48 95 125
56 37 34 64
55 54 132 162
4 18 120 150
26 52 46 76
26 35 77 107
31 67 180 210
