c 101 25
35 35 0 1000
41 49 0 974
35 17 0 972
55 45 0 967
55 20 678 801
15 30 0 969
25 30 415 514
20 50 0 968
10 43 404 481
55 60 400 497
30 60 577 632
20 65 206 325
50 35 0 975
30 25 690 827
15 10 0 957
30 5 175 300
10 20 0 960
5 30 733 870
20 40 0 974
15 60 0 957
45 65 0 958
45 20 0 971
45 10 409 494
55 5 206 325
65 35 0 960
65 20 817 956
45 30 0 978
35 40 104 255
41 37 0 983
64 42 0 960
40 60 259 354
31 52 0 972
35 69 0 956
53 52 45 200
65 55 0 953
63 65 686 813
2 60 41 208
20 20 0 968
5 5 302 405
60 12 33 224
40 25 360 437
42 7 396 511
24 12 25 172
23 3 0 955
11 14 233 340
6 38 29 189
2 48 0 954
8 56 0 955
13 52 0 962
6 68 501 540
47 47 0 973
49 58 0 963
27 43 0 978
37 31 414 489
57 29 0 967
63 23 620 739
53 12 585 692
32 12 0 966
36 26 849 980
21 24 0 972
17 34 0 971
12 24 0 964
24 58 163 302
27 69 0 955
15 77 214 333
62 77 49 188
49 73 592 693
67 5 294 401
56 39 637 752
37 47 162 293
37 56 788 968
57 68 0 950
47 16 0 967
44 17 0 969
46 13 681 802
49 11 0 962
49 42 290 373
53 43 817 952
61 52 384 499
57 48 388 465
56 37 839 968
55 54 0 962
15 47 0 966
14 37 0 968
11 31 436 511
16 22 0 966
4 18 0 954
28 18 420 447
26 52 279 388
26 35 0 981
31 67 0 957
15 19 0 964
22 22 18 181
18 24 811 969
26 27 0 977
25 24 0 975
22 27 0 974
25 21 0 972
19 21 0 968
20 26 333 432
18 18 798 965
