c 101 25
40 50 0 960
25 85 388 911
22 75 30 546
22 85 353 708
20 80 425 913
20 85 40 630
18 75 228 667
15 75 161 558
15 80 229 624
10 35 213 648
10 40 404 753
8 40 33 511
8 45 46 519
5 35 395 911
5 45 35 697
2 40 39 528
0 40 94 535
0 45 394 909
44 5 218 571
42 10 85 542
42 15 391 802
40 5 45 517
40 15 229 640
38 5 45 523
38 15 389 914
35 5 386 904
95 30 389 788
95 35 57 600
92 30 55 575
90 35 52 536
88 30 90 521
88 35 50 534
87 30 425 898
85 25 51 602
85 35 342 751
67 85 410 905
65 85 43 617
65 82 410 823
62 80 114 561
60 80 36 658
60 85 191 586
58 75 201 670
55 80 33 568
55 85 429 838
55 82 49 504
20 82 37 597
18 80 315 782
2 45 38 606
42 5 396 904
42 12 341 658
72 35 351 782
55 20 161 610
25 30 25 516
20 50 239 630
55 60 448 873
30 60 420 897
50 35 390 843
30 25 227 686
15 10 401 902
10 20 42 706
15 60 401 923
45 65 110 525
65 35 29 548
65 20 39 593
45 30 20 498
35 40 11 530
41 37 404 847
64 42 100 555
40 60 436 907
31 52 9 510
35 69 330 930
65 55 81 520
63 65 27 622
2 60 135 556
20 20 430 913
5 5 63 520
60 12 125 530
23 3 390 900
8 56 190 659
6 68 215 608
47 47 444 942
49 58 249 580
27 43 14 506
37 31 19 566
57 29 259 650
63 23 198 609
21 24 212 605
12 24 272 565
24 58 90 549
67 5 325 897
37 47 204 633
49 42 442 937
53 43 14 581
61 52 373 928
57 48 265 638
56 37 20 539
55 54 418 825
4 18 426 787
26 52 14 499
26 35 149 586
31 67 356 930
