c 101 25
40 50 0 960
25 85 0 911
22 75 0 919
22 85 0 910
20 80 644 764
20 85 0 909
18 75 0 916
15 75 0 914
15 80 367 487
10 35 371 491
10 40 0 918
8 40 195 315
8 45 0 917
5 35 653 773
5 45 0 914
2 40 174 294
0 40 0 908
0 45 0 909
44 5 0 904
42 10 0 909
42 15 0 914
40 5 0 905
40 15 0 915
38 5 201 321
38 15 0 914
35 5 784 904
95 30 0 891
95 35 0 892
92 30 0 894
90 35 0 897
88 30 0 898
88 35 0 899
87 30 0 898
85 25 0 898
85 35 0 902
67 85 0 905
65 85 0 906
65 82 0 909
62 80 278 398
60 80 0 913
60 85 0 909
58 75 0 919
55 80 0 916
55 85 0 911
55 82 217 337
20 82 0 912
18 80 0 912
2 45 0 911
42 5 0 904
42 12 0 911
72 35 0 914
55 20 0 916
25 30 0 925
20 50 375 495
55 60 0 931
30 60 599 719
50 35 0 931
30 25 0 923
15 10 782 902
10 20 0 907
15 60 0 923
45 65 0 934
65 35 167 287
65 20 0 910
45 30 0 929
35 40 0 938
41 37 0 936
64 42 268 388
40 60 0 940
31 52 157 277
35 69 0 930
65 55 0 924
63 65 0 922
2 60 0 910
20 20 645 765
5 5 0 892
60 12 268 388
23 3 764 884
8 56 0 917
6 68 352 472
47 47 0 942
49 58 0 937
27 43 0 935
37 31 0 930
57 29 395 515
63 23 0 914
21 24 0 917
12 24 359 479
24 58 0 932
67 5 0 897
37 47 0 945
49 42 0 937
53 43 14 134
61 52 0 928
57 48 0 932
56 37 0 929
55 54 0 934
4 18 0 901
26 52 0 935
26 35 308 428
31 67 810 930
