c 41 13
40 50 0 960
25 85 0 911
22 75 0 919
20 85 0 909
18 75 388 508
15 75 0 914
15 80 367 487
10 35 371 491
8 40 195 315
8 45 0 917
5 35 653 773
5 45 0 914
0 40 0 908
0 45 703 823
42 15 0 914
40 5 0 905
40 15 375 495
38 5 201 321
38 15 0 914
35 5 784 904
95 30 0 891
95 35 146 266
92 30 0 894
88 35 0 899
87 30 0 898
85 25 80 200
85 35 0 902
65 85 43 163
65 82 0 909
60 80 64 184
60 85 329 449
58 75 376 496
55 80 33 153
55 85 0 911
55 82 217 337
20 82 37 157
18 80 0 912
2 45 0 911
42 5 0 904
42 12 440 560
72 35 0 914
