c 41 13
40 50 0 3390
52 75 231 551
45 70 133 453
62 69 1087 1407
60 66 1181 1501
42 65 15 335
16 42 417 737
58 70 993 1313
34 60 2807 3127
28 70 2521 2841
35 66 2711 3031
35 69 2618 2938
22 75 2325 2645
20 80 2136 2456
20 85 1854 2174
15 75 1662 1982
15 80 1757 2077
30 56 2903 3223
28 52 12 332
14 66 1563 1883
22 66 2424 2744
8 62 1465 1785
23 52 129 449
4 55 1367 1687
20 50 318 638
20 55 223 543
10 35 701 1021
8 40 605 925
5 35 796 1116
5 45 1173 1493
0 40 983 1303
0 45 1078 1398
36 18 1739 2059
33 35 2493 2813
32 20 1833 2153
30 30 2025 2345
34 25 1929 2249
30 35 2400 2720
36 40 2776 3096
48 20 887 1207
26 32 2212 2532
