c 41 13
40 50 0 960
25 85 0 911
22 75 0 919
20 85 0 909
18 75 0 916
15 75 0 914
15 80 367 487
10 35 371 491
8 40 195 315
8 45 0 917
5 35 653 773
5 45 0 914
0 40 0 908
0 45 0 909
42 15 0 914
40 5 0 905
40 15 0 915
38 5 201 321
38 15 0 914
35 5 784 904
95 30 0 891
95 35 0 892
92 30 0 894
88 35 0 899
87 30 0 898
85 25 0 898
85 35 0 902
65 85 0 906
65 82 0 909
60 80 0 913
60 85 0 909
58 75 0 919
55 80 0 916
55 85 0 911
55 82 217 337
20 82 0 912
18 80 0 912
2 45 0 911
42 5 0 904
42 12 0 911
72 35 0 914
